ELECTION,SPENDERID,SPENDER_NAME,C_CODE,STRNO,STRNAME,APARTMENT,CITY,STATE,ZIP,FILING,COMMUNICATION_ID,COMMUNICATION_NAME,COMM_DATE,COMM_PURPOSECD,COMM_PURPOSE,COMM_AMNT,CANDID,CANDNAME,OFFICECD,OFFICE_BORO_DISTRICT,ALLOCATION,POSITION
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6515,Taxi 1,6/21/2025,INTAD,Internet - Display/Banner,28628,2993,"Cuomo, Andrew M",1,,28627.6300,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6516,Taxi Tops 2,6/21/2025,INTAD,Internet - Display/Banner,28628,2993,"Cuomo, Andrew M",1,,28627.6300,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6517,Taxi Tops 3,6/21/2025,INTAD,Internet - Display/Banner,28628,2993,"Cuomo, Andrew M",1,,28627.6400,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6492,Text Campaign,6/20/2025,TEXT,Text Messages,25120,2993,"Cuomo, Andrew M",1,,25119.7800,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6656,Text Message 6/14,6/14/2025,TEXT,Text Messages,15556,2993,"Cuomo, Andrew M",1,,15555.5500,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6664,Text Message Chinese,6/24/2025,TEXT,Text Messages,1041,2993,"Cuomo, Andrew M",1,,1041.1200,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6579,Text Messages 2,6/23/2025,TEXT,Text Messages,92505,2993,"Cuomo, Andrew M",1,,92504.5000,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6657,Text Messages 6/16,6/16/2025,TEXT,Text Messages,15556,2993,"Cuomo, Andrew M",1,,15555.5500,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6658,Text Messages 6/18/25,6/18/2025,TEXT,Text Messages,15556,2993,"Cuomo, Andrew M",1,,15555.5500,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6659,Text Messages 6/19/25,6/19/2025,TEXT,Text Messages,15556,2993,"Cuomo, Andrew M",1,,15555.5500,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6660,Text Messages 6/20/25,6/20/2025,TEXT,Text Messages,15556,2993,"Cuomo, Andrew M",1,,15555.5500,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6661,Text Messages 6/21/25,6/21/2025,TEXT,Text Messages,15556,2993,"Cuomo, Andrew M",1,,15555.5500,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6683,Text Messages 6/22/2025,6/22/2025,TEXT,Text Messages,15556,2993,"Cuomo, Andrew M",1,,15555.5000,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6662,Text Messages 6/23/25,6/23/2025,TEXT,Text Messages,60556,2993,"Cuomo, Andrew M",1,,60555.6000,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6663,Text Messages 6/24/25,6/24/2025,TEXT,Text Messages,60556,2993,"Cuomo, Andrew M",1,,60555.5500,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,38,6972,Text Messages Round 2 9/23,9/23/2025,TEXT,Text Messages,74361,2993,"Cuomo, Andrew M",1,,74360.5000,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,40,7064,Text Messages Round 4,10/6/2025,TEXT,Text Messages,67827,2993,"Cuomo, Andrew M",1,,67826.8000,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,41,7115,Text Messages Round 5,10/13/2025,TEXT,Text Messages,62590,2993,"Cuomo, Andrew M",1,,62589.8600,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,GD,7192,Text Messages Round 6,10/21/2025,TEXT,Text Messages,98171,2993,"Cuomo, Andrew M",1,,98171.2200,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,GD,7315,Text Messages Round 7,10/27/2025,TEXT,Text Messages,79750,2899,"Mamdani, Zohran K",1,,79750.1000,Oppose
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,GD,7440,Text Messages Round 8,11/3/2025,TEXT,Text Messages,79620,2993,"Cuomo, Andrew M",1,,79619.9000,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,43,7474,Text Messages Round 9 & 10,11/4/2025,TEXT,Text Messages,157575,2993,"Cuomo, Andrew M",1,,157575.4300,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,37,6956,Text Messaging 9/15/25,9/15/2025,TEXT,Text Messages,79082,2899,"Mamdani, Zohran K",1,,79082.4400,Oppose
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6443,Tooth Ad,6/20/2025,INTVID,Video (Internet),220354,2993,"Cuomo, Andrew M",1,,220354.4000,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,GD,7389,Truck Side Ads,10/30/2025,BILLBD,Billboard,7500,2993,"Cuomo, Andrew M",1,,7500.0000,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6184,TShirt 2,6/15/2025,BUTTON,Button / Pen / Shirt,24238,2993,"Cuomo, Andrew M",1,,24238.0000,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,38,6975,Tweets Digital Ad,9/24/2025,INTVID,Video (Internet),26667,2899,"Mamdani, Zohran K",1,,26667.0000,Oppose
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6367,Unsuited Ad,6/18/2025,TVADS,Video (TV/Cable),1550000,2899,"Mamdani, Zohran K",1,,1550000.0000,Oppose
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,42,7275,Updated Live Ads and Links 10/25,10/25/2025,INTVID,Video (Internet),100000,2993,"Cuomo, Andrew M",1,,100000.0000,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,GD,7116,Video_Smooth,10/20/2025,INTVID,Video (Internet),375000,2899,"Mamdani, Zohran K",1,,375000.0000,Oppose
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,GD,7155,Video_Stop Mamdani,10/20/2025,INTVID,Video (Internet),375000,2899,"Mamdani, Zohran K",1,,375000.0000,Oppose
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,43,7476,Vote Cuomo for Common Sense,11/4/2025,INTVID,Video (Internet),150000,2993,"Cuomo, Andrew M",1,,150000.0000,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,GD,7413,Vote Early Truck Sides,10/31/2025,INTAD,Internet - Display/Banner,2500,2993,"Cuomo, Andrew M",1,,2500.0000,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,39,6998,Vote for Cuomo/Vote Nov 4 T-Shirts,9/29/2025,BUTTON,Button / Pen / Shirt,3605,2993,"Cuomo, Andrew M",1,,3604.9000,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,GD,7388,Vote Posters,10/30/2025,POSTER,Poster,4285,2993,"Cuomo, Andrew M",1,,4285.0000,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6389,Voter Guide,6/18/2025,MAIL,Mass Mailing,37018,2993,"Cuomo, Andrew M",1,,37018.3000,Support
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,GD,7438,Weekend Truck Advertising,11/2/2025,INTAD,Internet - Display/Banner,19500,2993,"Cuomo, Andrew M",1,,19500.0000,Support
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,07102,GD,7426,15 Second Video - Piker and Mamdani,11/1/2025,TVADS,Video (TV/Cable),650000,2899,"Mamdani, Zohran K",1,,650000.0000,Oppose
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,07102,GD,7358,30 Second Video - Alone - Internet,10/29/2025,INTVID,Video (Internet),250000,2993,"Cuomo, Andrew M",1,,125000.0000,Support
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,07102,GD,7358,30 Second Video - Alone - Internet,10/29/2025,INTVID,Video (Internet),250000,2899,"Mamdani, Zohran K",1,,125000.0000,Oppose
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,07102,GD,7415,30 Second Video - Biggest Fear - Alone w/new Paid By,10/31/2025,TVADS,Video (TV/Cable),1201193,2993,"Cuomo, Andrew M",1,,600596.4600,Support
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,07102,GD,7415,30 Second Video - Biggest Fear - Alone w/new Paid By,10/31/2025,TVADS,Video (TV/Cable),1201193,2899,"Mamdani, Zohran K",1,,600596.4600,Oppose
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,07102,GD,7416,30 Second Video - Biggest Fear - Alone w/new Paid By We,10/31/2025,INTVID,Video (Internet),80063,2993,"Cuomo, Andrew M",1,,40031.3400,Support
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,07102,GD,7416,30 Second Video - Biggest Fear - Alone w/new Paid By We,10/31/2025,INTVID,Video (Internet),80063,2899,"Mamdani, Zohran K",1,,40031.3300,Oppose
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,07102,GD,7417,30 Second Video - Crisis,10/31/2025,TVADS,Video (TV/Cable),1201193,2993,"Cuomo, Andrew M",1,,1201192.9300,Support
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,07102,GD,7418,30 Second Video - Crisis - Internet,10/31/2025,INTVID,Video (Internet),82489,2993,"Cuomo, Andrew M",1,,82488.8100,Support
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,07102,GD,7191,30 Second Video - Embrace,10/22/2025,TVADS,Video (TV/Cable),849660,2899,"Mamdani, Zohran K",1,,849660.0600,Oppose
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,07102,GD,7398,30 Second Video - Not Who You Think / Trashed - Interne,10/30/2025,INTVID,Video (Internet),24332,2899,"Mamdani, Zohran K",1,,24331.7400,Support
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,07102,41,7149,30 Second Video - Not Who You Think He Is / Trashed,10/18/2025,TVADS,Video (TV/Cable),2174179,2899,"Mamdani, Zohran K",1,,2174178.6400,Oppose
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,07102,GD,7205,30 Second Video - Own Words,10/22/2025,INTVID,Video (Internet),250000,2899,"Mamdani, Zohran K",1,,250000.0000,Oppose
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,07102,GD,7419,30 Second Video - Smiling - Embrace w/new Paid By - Web,10/31/2025,INTVID,Video (Internet),80063,2899,"Mamdani, Zohran K",1,,80062.6700,Support
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,07102,GD,7396,30 Second Video - Spanish TV,10/30/2025,TVADS,Video (TV/Cable),290000,2993,"Cuomo, Andrew M",1,,290000.0000,Support
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,07102,GD,7455,Airplane Banner - Flying 11/2-11/4 - Paid By FOC,11/2/2025,OTHER,Other,12000,2993,"Cuomo, Andrew M",1,,12000.0000,Support
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,07102,43,7505,Text Messages,11/4/2025,TEXT,Text Messages,325000,2993,"Cuomo, Andrew M",1,,162500.0000,Support
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,07102,43,7505,Text Messages,11/4/2025,TEXT,Text Messages,325000,2899,"Mamdani, Zohran K",1,,162500.0000,Oppose
2025,Z244,Good Growth NYC,OTHR,10,K Street SE,40,Washington,DC,20003,41,7079,Flyers,10/16/2025,LITER,Leaflet/Flyer,338500,2993,"Cuomo, Andrew M",1,,338500.0000,Support
2025,Z89,Hotel Workers for Stronger Communities,OTHR,707,8th Avenue,,New York,NY,10036,PD,6335,Andrew Cuomo mayor live phones v1,6/18/2025,PHONE,Phone Calls - Live,5263,2993,"Cuomo, Andrew M",1,,5262.7700,Support
2025,Z89,Hotel Workers for Stronger Communities,OTHR,707,8th Avenue,,New York,NY,10036,PD,6336,Andrew Cuomo mayor live phones v2,6/18/2025,PHONE,Phone Calls - Live,5263,2993,"Cuomo, Andrew M",1,,5262.7700,Support
2025,Z89,Hotel Workers for Stronger Communities,OTHR,707,8th Avenue,,New York,NY,10036,PD,6222,Cuomo mayor billboard trucks v2,6/16/2025,BILLBD,Billboard,38750,2993,"Cuomo, Andrew M",1,,38750.0000,Support
2025,Z89,Hotel Workers for Stronger Communities,OTHR,707,8th Avenue,,New York,NY,10036,PD,5843,Cuomo mayor mail 01 v1,6/10/2025,MAIL,Mass Mailing,140517,2993,"Cuomo, Andrew M",1,,140517.4800,Support
2025,Z89,Hotel Workers for Stronger Communities,OTHR,707,8th Avenue,,New York,NY,10036,PD,5847,Cuomo mayor mail 01 v2,6/10/2025,MAIL,Mass Mailing,95643,2993,"Cuomo, Andrew M",1,,95643.4100,Support
2025,Z89,Hotel Workers for Stronger Communities,OTHR,707,8th Avenue,,New York,NY,10036,PD,6210,Cuomo mayor mail 02 v1,6/16/2025,MAIL,Mass Mailing,137440,2993,"Cuomo, Andrew M",1,,137440.4500,Support
2025,Z89,Hotel Workers for Stronger Communities,OTHR,707,8th Avenue,,New York,NY,10036,PD,6211,Cuomo mayor mail 02 v2,6/16/2025,MAIL,Mass Mailing,93637,2993,"Cuomo, Andrew M",1,,93636.9000,Support
2025,Z89,Hotel Workers for Stronger Communities,OTHR,707,8th Avenue,,New York,NY,10036,PD,6349,Cuomo mayor mail 03 v1,6/18/2025,MAIL,Mass Mailing,137440,2993,"Cuomo, Andrew M",1,,137440.4500,Support
2025,Z89,Hotel Workers for Stronger Communities,OTHR,707,8th Avenue,,New York,NY,10036,PD,6350,Cuomo mayor mail 03 v2,6/18/2025,MAIL,Mass Mailing,93637,2993,"Cuomo, Andrew M",1,,93636.9000,Support
2025,Z89,Hotel Workers for Stronger Communities,OTHR,707,8th Avenue,,New York,NY,10036,PD,6219,Cuomo mayor mobile billboard v1,6/16/2025,BILLBD,Billboard,38750,2993,"Cuomo, Andrew M",1,,38750.0000,Support
2025,Z89,Hotel Workers for Stronger Communities,OTHR,707,8th Avenue,,New York,NY,10036,PD,5848,Cuomo mayor palm card 1 v1,6/10/2025,LITER,Leaflet/Flyer,51656,2993,"Cuomo, Andrew M",1,,51655.6400,Support
2025,Z89,Hotel Workers for Stronger Communities,OTHR,707,8th Avenue,,New York,NY,10036,PD,5849,Cuomo mayor palm card 1 v2,6/10/2025,LITER,Leaflet/Flyer,37622,2993,"Cuomo, Andrew M",1,,37621.5900,Support
2025,Z89,Hotel Workers for Stronger Communities,OTHR,707,8th Avenue,,New York,NY,10036,PD,6510,Cuomo mayor palm card 2,6/21/2025,LITER,Leaflet/Flyer,6149,2993,"Cuomo, Andrew M",1,,6148.5100,Support
2025,Z89,Hotel Workers for Stronger Communities,OTHR,707,8th Avenue,,New York,NY,10036,GD,7197,Shift Change broadcast TV video,10/22/2025,TVADS,Video (TV/Cable),610000,2899,"Mamdani, Zohran K",1,,610000.0000,Support
2025,Z89,Hotel Workers for Stronger Communities,OTHR,707,8th Avenue,,New York,NY,10036,GD,7198,Shift Change digital video,10/22/2025,INTVID,Video (Internet),200000,2899,"Mamdani, Zohran K",1,,200000.0000,Support
2025,Z89,Hotel Workers for Stronger Communities,OTHR,707,8th Avenue,,New York,NY,10036,GD,7291,Union Workers for Zhoran button,10/26/2025,BUTTON,Button / Pen / Shirt,208,2899,"Mamdani, Zohran K",1,,208.0000,Support
2025,Z89,Hotel Workers for Stronger Communities,OTHR,707,8th Avenue,,New York,NY,10036,GD,7292,Union Workers for Zohran signs,10/26/2025,POSTER,Poster,114,2899,"Mamdani, Zohran K",1,,114.0000,Support
2025,Z205,HOUSING FOR ALL,OTHR,123,William,,New York,NY,10038,PD,6027,Radio & TV Media Buy,6/9/2025,TVADS,Video (TV/Cable),2300000,2993,"Cuomo, Andrew M",1,,2300000.0000,Support
2025,Z205,HOUSING FOR ALL,OTHR,123,William,,New York,NY,10038,25,6669,Radio Ads,6/23/2025,SRADIO,Audio <= 30 seconds,200000,2993,"Cuomo, Andrew M",1,,200000.0000,Support
2025,Z223,Indian Americans for Cuomo,OTHR,28,Arie Dr,,Marlboro,NJ,07746,PD,6537,Airline banner opposing Mamdani,6/22/2025,OTHER,Other,3570,2899,"Mamdani, Zohran K",1,,3570.0000,Oppose
2025,Z223,Indian Americans for Cuomo,OTHR,28,Arie Dr,,Marlboro,NJ,07746,PD,6497,Digital Truck (June 21st),6/22/2025,OTHER,Other,2200,2993,"Cuomo, Andrew M",1,,2200.0000,Support
2025,Z223,Indian Americans for Cuomo,OTHR,28,Arie Dr,,Marlboro,NJ,07746,PD,6583,Digital Truck (June 23rd),6/23/2025,OTHER,Other,1400,2993,"Cuomo, Andrew M",1,,1400.0000,Support
2025,Z223,Indian Americans for Cuomo,OTHR,28,Arie Dr,,Marlboro,NJ,07746,PD,6506,Digital Truck June 22nd,6/22/2025,OTHER,Other,1400,2993,"Cuomo, Andrew M",1,,1400.0000,Support
2025,Z223,Indian Americans for Cuomo,OTHR,28,Arie Dr,,Marlboro,NJ,07746,PD,6356,radio ad on June 14th (27 seconds),6/14/2025,SRADIO,Audio <= 30 seconds,200,2993,"Cuomo, Andrew M",1,,200.0000,Support
2025,Z223,Indian Americans for Cuomo,OTHR,28,Arie Dr,,Marlboro,NJ,07746,PD,6357,radio ad on June 14th (28 seconds),6/14/2025,SRADIO,Audio <= 30 seconds,200,2993,"Cuomo, Andrew M",1,,200.0000,Support
2025,Z223,Indian Americans for Cuomo,OTHR,28,Arie Dr,,Marlboro,NJ,07746,PD,6359,radio ad on June 14th (31 seconds),6/14/2025,RADIO,Audio > 30 seconds,200,2993,"Cuomo, Andrew M",1,,200.0000,Support
2025,Z223,Indian Americans for Cuomo,OTHR,28,Arie Dr,,Marlboro,NJ,07746,PD,6358,radio ad on June 14th (33 seconds),6/14/2025,RADIO,Audio > 30 seconds,200,2993,"Cuomo, Andrew M",1,,200.0000,Support
2025,Z223,Indian Americans for Cuomo,OTHR,28,Arie Dr,,Marlboro,NJ,07746,PD,6360,radio interview on June 13th (6 minutes 49 seconds),6/13/2025,RADIO,Audio > 30 seconds,100,2993,"Cuomo, Andrew M",1,,100.0000,Support
2025,Z256,Innovate NY,OTHR,2270,Lulu Lizzy Lane,,Knoxville,TN,37932,GD,7264,Flyer,10/24/2025,LITER,Leaflet/Flyer,30000,2993,"Cuomo, Andrew M",1,,15000.0000,Support
2025,Z256,Innovate NY,OTHR,2270,Lulu Lizzy Lane,,Knoxville,TN,37932,GD,7264,Flyer,10/24/2025,LITER,Leaflet/Flyer,30000,2899,"Mamdani, Zohran K",1,,15000.0000,Oppose
2025,Z256,Innovate NY,OTHR,2270,Lulu Lizzy Lane,,Knoxville,TN,37932,GD,7356,Flyer,10/29/2025,LITER,Leaflet/Flyer,51400,2993,"Cuomo, Andrew M",1,,51400.0000,Support
2025,Z256,Innovate NY,OTHR,2270,Lulu Lizzy Lane,,Knoxville,TN,37932,GD,7355,Sign,10/29/2025,POSTER,Poster,15000,2993,"Cuomo, Andrew M",1,,15000.0000,Support
2025,Z252,Livable Future,OTHR,9621,Olive Blvd,12404,Saint Louis,MO,63132,40,7073,Mamdami Canvassing Flyer 1,10/6/2025,LITER,Leaflet/Flyer,16476,2899,"Mamdani, Zohran K",1,,16475.8300,Support
2025,Z213,Local Economies Forward NY,OTHR,2350,Kerner Boulevard,250,San Rafael,CA,94901,25,6704,Andrew Cuomo Newspaper Ad 7,6/24/2025,INTAD,Internet - Display/Banner,2700,2993,"Cuomo, Andrew M",1,,2700.0000,Support
2025,Z213,Local Economies Forward NY,OTHR,2350,Kerner Boulevard,250,San Rafael,CA,94901,PD,6549,Andrew Cuomo Billboard Truck Sides 1,6/22/2025,BILLBD,Billboard,25000,2993,"Cuomo, Andrew M",1,,25000.0000,Support
2025,Z213,Local Economies Forward NY,OTHR,2350,Kerner Boulevard,250,San Rafael,CA,94901,PD,6488,Andrew Cuomo Display Ads 1,6/21/2025,BILLBD,Billboard,30000,2993,"Cuomo, Andrew M",1,,30000.0000,Support
2025,Z213,Local Economies Forward NY,OTHR,2350,Kerner Boulevard,250,San Rafael,CA,94901,PD,6351,Andrew Cuomo GOTV  Phone Script 1,6/18/2025,PHONE,Phone Calls - Live,38500,2993,"Cuomo, Andrew M",1,,38500.0000,Support
2025,Z213,Local Economies Forward NY,OTHR,2350,Kerner Boulevard,250,San Rafael,CA,94901,PD,6452,Andrew Cuomo GOVT Mailer 1,6/20/2025,MAIL,Mass Mailing,77621,2993,"Cuomo, Andrew M",1,,77620.7100,Support
2025,Z213,Local Economies Forward NY,OTHR,2350,Kerner Boulevard,250,San Rafael,CA,94901,PD,6276,Andrew Cuomo Mailer 1,6/17/2025,MAIL,Mass Mailing,49463,2993,"Cuomo, Andrew M",1,,49463.2900,Support
2025,Z213,Local Economies Forward NY,OTHR,2350,Kerner Boulevard,250,San Rafael,CA,94901,PD,6354,Andrew Cuomo Mailer 2,6/18/2025,MAIL,Mass Mailing,49463,2993,"Cuomo, Andrew M",1,,49463.2900,Support
2025,Z213,Local Economies Forward NY,OTHR,2350,Kerner Boulevard,250,San Rafael,CA,94901,PD,6484,Andrew Cuomo Newspaper Ad 1,6/21/2025,INTAD,Internet - Display/Banner,3475,2993,"Cuomo, Andrew M",1,,3475.0000,Support
2025,Z213,Local Economies Forward NY,OTHR,2350,Kerner Boulevard,250,San Rafael,CA,94901,PD,6540,Andrew Cuomo Newspaper Ad 2,6/22/2025,INTAD,Internet - Display/Banner,3475,2993,"Cuomo, Andrew M",1,,3475.0000,Support
2025,Z213,Local Economies Forward NY,OTHR,2350,Kerner Boulevard,250,San Rafael,CA,94901,PD,6542,Andrew Cuomo Newspaper Ad 3,6/22/2025,INTAD,Internet - Display/Banner,4800,2993,"Cuomo, Andrew M",1,,4800.0000,Support
2025,Z213,Local Economies Forward NY,OTHR,2350,Kerner Boulevard,250,San Rafael,CA,94901,PD,6616,Andrew Cuomo Newspaper Ad 4,6/23/2025,INTAD,Internet - Display/Banner,3475,2993,"Cuomo, Andrew M",1,,3475.0000,Support
2025,Z213,Local Economies Forward NY,OTHR,2350,Kerner Boulevard,250,San Rafael,CA,94901,25,6702,Andrew Cuomo Newspaper Ad 5,6/24/2025,INTAD,Internet - Display/Banner,3475,2993,"Cuomo, Andrew M",1,,3475.0000,Support
2025,Z213,Local Economies Forward NY,OTHR,2350,Kerner Boulevard,250,San Rafael,CA,94901,25,6703,Andrew Cuomo Newspaper Ad 6,6/24/2025,INTAD,Internet - Display/Banner,4800,2993,"Cuomo, Andrew M",1,,4800.0000,Support
2025,Z213,Local Economies Forward NY,OTHR,2350,Kerner Boulevard,250,San Rafael,CA,94901,25,6705,Andrew Cuomo Newspaper Ad 8,6/24/2025,INTAD,Internet - Display/Banner,4400,2993,"Cuomo, Andrew M",1,,4400.0000,Support
2025,Z213,Local Economies Forward NY,OTHR,2350,Kerner Boulevard,250,San Rafael,CA,94901,PD,6487,Andrew Cuomo Text Round 1,6/21/2025,TEXT,Text Messages,23800,2993,"Cuomo, Andrew M",1,,23800.0000,Support
2025,Z213,Local Economies Forward NY,OTHR,2350,Kerner Boulevard,250,San Rafael,CA,94901,PD,6620,Andrew Cuomo Text Round 2,6/23/2025,TEXT,Text Messages,23800,2993,"Cuomo, Andrew M",1,,23800.0000,Support
2025,Z213,Local Economies Forward NY,OTHR,2350,Kerner Boulevard,250,San Rafael,CA,94901,PD,6486,Andrew Cuomo WeChat Video Ad 1,6/21/2025,INTVID,Video (Internet),20000,2993,"Cuomo, Andrew M",1,,20000.0000,Support
2025,Z241,"NEW YORKERS FOR A BETTER FUTURE MAYOR 25, INC",CORP,163,AMSTERDAM AVENUE,1350,New york,NY,10023,GD,7359,Canvasser Shirts,10/30/2025,BUTTON,Button / Pen / Shirt,6657,2993,"Cuomo, Andrew M",1,,3328.2900,Support
2025,Z241,"NEW YORKERS FOR A BETTER FUTURE MAYOR 25, INC",CORP,163,AMSTERDAM AVENUE,1350,New york,NY,10023,GD,7359,Canvasser Shirts,10/30/2025,BUTTON,Button / Pen / Shirt,6657,2899,"Mamdani, Zohran K",1,,1664.1500,Oppose
2025,Z241,"NEW YORKERS FOR A BETTER FUTURE MAYOR 25, INC",CORP,163,AMSTERDAM AVENUE,1350,New york,NY,10023,GD,7359,Canvasser Shirts,10/30/2025,BUTTON,Button / Pen / Shirt,6657,2618,"Sliwa, Curtis A",1,,1664.1500,Oppose
2025,Z241,"NEW YORKERS FOR A BETTER FUTURE MAYOR 25, INC",CORP,163,AMSTERDAM AVENUE,1350,New york,NY,10023,GD,7467,Canvassing - 3 Boroughs,11/3/2025,LITER,Leaflet/Flyer,85000,2993,"Cuomo, Andrew M",1,,85000.0000,Support
2025,Z241,"NEW YORKERS FOR A BETTER FUTURE MAYOR 25, INC",CORP,163,AMSTERDAM AVENUE,1350,New york,NY,10023,42,7263,Canvassing for Mayor 2025 - Brooklyn,10/25/2025,LITER,Leaflet/Flyer,15000,2993,"Cuomo, Andrew M",1,,10000.0000,Support
2025,Z241,"NEW YORKERS FOR A BETTER FUTURE MAYOR 25, INC",CORP,163,AMSTERDAM AVENUE,1350,New york,NY,10023,42,7263,Canvassing for Mayor 2025 - Brooklyn,10/25/2025,LITER,Leaflet/Flyer,15000,2899,"Mamdani, Zohran K",1,,2500.0000,Oppose
2025,Z241,"NEW YORKERS FOR A BETTER FUTURE MAYOR 25, INC",CORP,163,AMSTERDAM AVENUE,1350,New york,NY,10023,42,7263,Canvassing for Mayor 2025 - Brooklyn,10/25/2025,LITER,Leaflet/Flyer,15000,2618,"Sliwa, Curtis A",1,,2500.0000,Oppose
