ELECTION,SPENDERID,SPENDER_NAME,C_CODE,STRNO,STRNAME,APARTMENT,CITY,STATE,ZIP,FILING,COMMUNICATION_ID,COMMUNICATION_NAME,COMM_DATE,COMM_PURPOSECD,COMM_PURPOSE,COMM_AMNT,CANDID,CANDNAME,OFFICECD,OFFICE_BORO_DISTRICT,ALLOCATION,POSITION,MEDIA_TYPE
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,40,7008,Social Media (X Corp) 10/03/25,2025-10-03,INTAD,Internet - Display/Banner,998,2993,"Cuomo, Andrew M",1,,997.94,Support,digital_display
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,38,6978,Social Media (X Corp) 9/22,2025-09-22,INTAD,Internet - Display/Banner,615,2993,"Cuomo, Andrew M",1,,615.0,Support,digital_display
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,38,6979,Social Media (X Corp) 9/23,2025-09-23,INTAD,Internet - Display/Banner,926,2993,"Cuomo, Andrew M",1,,926.21,Support,digital_display
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,38,6980,Social Media (X Corp) 9/24,2025-09-24,INTAD,Internet - Display/Banner,1596,2993,"Cuomo, Andrew M",1,,1595.88,Support,digital_display
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,38,6981,Social Media (X Corp) 9/25,2025-09-25,INTAD,Internet - Display/Banner,934,2993,"Cuomo, Andrew M",1,,934.31,Support,digital_display
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,38,6982,Social Media (X Corp) 9/26,2025-09-26,INTAD,Internet - Display/Banner,1744,2993,"Cuomo, Andrew M",1,,1743.79,Support,digital_display
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,39,7002,Social Media (X Corp) 9/29,2025-09-30,INTAD,Internet - Display/Banner,1606,2993,"Cuomo, Andrew M",1,,1606.46,Support,digital_display
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,39,7006,Social Media (X Corp) 9/30,2025-09-30,INTAD,Internet - Display/Banner,2681,2993,"Cuomo, Andrew M",1,,2681.42,Support,digital_display
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,41,7152,Social Media (X Corp) w/e 10/19,2025-10-19,INTAD,Internet - Display/Banner,15269,2993,"Cuomo, Andrew M",1,,15268.56,Support,digital_display
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,37,6957,Social Media Ads,2025-09-21,INTAD,Internet - Display/Banner,10000,2899,"Mamdani, Zohran K",1,,10000.0,Oppose,digital_display
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,41,7117,Social Media Ads & Postings w/e 10/19,2025-10-19,INTAD,Internet - Display/Banner,204000,2993,"Cuomo, Andrew M",1,,204000.0,Support,digital_display
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,38,6973,Social Media Posting 9/22-9/28,2025-09-22,INTAD,Internet - Display/Banner,29722,2993,"Cuomo, Andrew M",1,,29721.85,Support,digital_display
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,39,7022,Social Media Posting 9/29-10/5,2025-09-29,INTAD,Internet - Display/Banner,12068,2993,"Cuomo, Andrew M",1,,12067.66,Support,digital_display
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,40,7067,Social Media Postings 10/06 - 10/13,2025-10-06,INTAD,Internet - Display/Banner,7455,2993,"Cuomo, Andrew M",1,,7455.4,Support,digital_display
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,GD,7190,Social Media Postings 10/21 & 10/22,2025-10-21,INTAD,Internet - Display/Banner,200000,2993,"Cuomo, Andrew M",1,,200000.0,Support,digital_display
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,40,7063,Social Post Arent Leadership Youtube Video Ad,2025-10-06,INTVID,Video (Internet),10500,2899,"Mamdani, Zohran K",1,,10500.0,Oppose,digital_video
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6577,Sound Truck Ad Audio 6/22-6/24,2025-06-22,RADIO,Audio > 30 seconds,24000,2993,"Cuomo, Andrew M",1,,24000.0,Support,audio
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6578,Soundtrack Ad Display 6/22-6/24,2025-06-22,INTAD,Internet - Display/Banner,24000,2993,"Cuomo, Andrew M",1,,24000.0,Support,digital_display
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6654,Spanish Radio Ad,2025-06-23,RADIO,Audio > 30 seconds,55000,2993,"Cuomo, Andrew M",1,,55000.0,Support,audio
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,5998,Spanish Taxi Ad,2025-06-12,INTAD,Internet - Display/Banner,169955,2993,"Cuomo, Andrew M",1,,169955.0,Support,digital_display
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6338,Steinreich Ads,2025-06-18,PRINT,Print Ad,16706,2993,"Cuomo, Andrew M",1,,16706.0,Support,print
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6392,Straus Media 6.19,2025-06-19,PRINT,Print Ad,4150,2993,"Cuomo, Andrew M",1,,4150.0,Support,print
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,40,7290,Tax Fantasy Video,2025-10-24,INTVID,Video (Internet),5667,2899,"Mamdani, Zohran K",1,,5666.66,Oppose,digital_video
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6515,Taxi 1,2025-06-21,INTAD,Internet - Display/Banner,28628,2993,"Cuomo, Andrew M",1,,28627.63,Support,digital_display
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6516,Taxi Tops 2,2025-06-21,INTAD,Internet - Display/Banner,28628,2993,"Cuomo, Andrew M",1,,28627.63,Support,digital_display
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6517,Taxi Tops 3,2025-06-21,INTAD,Internet - Display/Banner,28628,2993,"Cuomo, Andrew M",1,,28627.64,Support,digital_display
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6443,Tooth Ad,2025-06-20,INTVID,Video (Internet),220354,2993,"Cuomo, Andrew M",1,,220354.4,Support,digital_video
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,GD,7389,Truck Side Ads,2025-10-30,BILLBD,Billboard,7500,2993,"Cuomo, Andrew M",1,,7500.0,Support,billboard
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,38,6975,Tweets Digital Ad,2025-09-24,INTVID,Video (Internet),26667,2899,"Mamdani, Zohran K",1,,26667.0,Oppose,digital_video
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,PD,6367,Unsuited Ad,2025-06-18,TVADS,Video (TV/Cable),1550000,2899,"Mamdani, Zohran K",1,,1550000.0,Oppose,television
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,42,7275,Updated Live Ads and Links 10/25,2025-10-25,INTVID,Video (Internet),100000,2993,"Cuomo, Andrew M",1,,100000.0,Support,digital_video
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,GD,7116,Video_Smooth,2025-10-20,INTVID,Video (Internet),375000,2899,"Mamdani, Zohran K",1,,375000.0,Oppose,digital_video
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,GD,7155,Video_Stop Mamdani,2025-10-20,INTVID,Video (Internet),375000,2899,"Mamdani, Zohran K",1,,375000.0,Oppose,digital_video
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,43,7476,Vote Cuomo for Common Sense,2025-11-04,INTVID,Video (Internet),150000,2993,"Cuomo, Andrew M",1,,150000.0,Support,digital_video
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,GD,7413,Vote Early Truck Sides,2025-10-31,INTAD,Internet - Display/Banner,2500,2993,"Cuomo, Andrew M",1,,2500.0,Support,digital_display
2025,Z193,"Fix the City, Inc.",CORP,156,"West 56th Street, 3rd Floor",,New York,NY,10019,GD,7438,Weekend Truck Advertising,2025-11-02,INTAD,Internet - Display/Banner,19500,2993,"Cuomo, Andrew M",1,,19500.0,Support,digital_display
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,7102,GD,7426,15 Second Video - Piker and Mamdani,2025-11-01,TVADS,Video (TV/Cable),650000,2899,"Mamdani, Zohran K",1,,650000.0,Oppose,television
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,7102,GD,7358,30 Second Video - Alone - Internet,2025-10-29,INTVID,Video (Internet),250000,2993,"Cuomo, Andrew M",1,,125000.0,Support,digital_video
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,7102,GD,7358,30 Second Video - Alone - Internet,2025-10-29,INTVID,Video (Internet),250000,2899,"Mamdani, Zohran K",1,,125000.0,Oppose,digital_video
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,7102,GD,7415,30 Second Video - Biggest Fear - Alone w/new Paid By,2025-10-31,TVADS,Video (TV/Cable),1201193,2993,"Cuomo, Andrew M",1,,600596.46,Support,television
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,7102,GD,7415,30 Second Video - Biggest Fear - Alone w/new Paid By,2025-10-31,TVADS,Video (TV/Cable),1201193,2899,"Mamdani, Zohran K",1,,600596.46,Oppose,television
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,7102,GD,7416,30 Second Video - Biggest Fear - Alone w/new Paid By We,2025-10-31,INTVID,Video (Internet),80063,2993,"Cuomo, Andrew M",1,,40031.34,Support,digital_video
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,7102,GD,7416,30 Second Video - Biggest Fear - Alone w/new Paid By We,2025-10-31,INTVID,Video (Internet),80063,2899,"Mamdani, Zohran K",1,,40031.33,Oppose,digital_video
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,7102,GD,7417,30 Second Video - Crisis,2025-10-31,TVADS,Video (TV/Cable),1201193,2993,"Cuomo, Andrew M",1,,1201192.93,Support,television
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,7102,GD,7418,30 Second Video - Crisis - Internet,2025-10-31,INTVID,Video (Internet),82489,2993,"Cuomo, Andrew M",1,,82488.81,Support,digital_video
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,7102,GD,7191,30 Second Video - Embrace,2025-10-22,TVADS,Video (TV/Cable),849660,2899,"Mamdani, Zohran K",1,,849660.06,Oppose,television
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,7102,GD,7398,30 Second Video - Not Who You Think / Trashed - Interne,2025-10-30,INTVID,Video (Internet),24332,2899,"Mamdani, Zohran K",1,,24331.74,Support,digital_video
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,7102,41,7149,30 Second Video - Not Who You Think He Is / Trashed,2025-10-18,TVADS,Video (TV/Cable),2174179,2899,"Mamdani, Zohran K",1,,2174178.64,Oppose,television
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,7102,GD,7205,30 Second Video - Own Words,2025-10-22,INTVID,Video (Internet),250000,2899,"Mamdani, Zohran K",1,,250000.0,Oppose,digital_video
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,7102,GD,7419,30 Second Video - Smiling - Embrace w/new Paid By - Web,2025-10-31,INTVID,Video (Internet),80063,2899,"Mamdani, Zohran K",1,,80062.67,Support,digital_video
2025,Z257,For Our City,OTHR,60,"Park Place, Ste 1303",,Newark,NJ,7102,GD,7396,30 Second Video - Spanish TV,2025-10-30,TVADS,Video (TV/Cable),290000,2993,"Cuomo, Andrew M",1,,290000.0,Support,television
2025,Z89,Hotel Workers for Stronger Communities,OTHR,707,8th Avenue,,New York,NY,10036,PD,6222,Cuomo mayor billboard trucks v2,2025-06-16,BILLBD,Billboard,38750,2993,"Cuomo, Andrew M",1,,38750.0,Support,billboard
2025,Z89,Hotel Workers for Stronger Communities,OTHR,707,8th Avenue,,New York,NY,10036,PD,6219,Cuomo mayor mobile billboard v1,2025-06-16,BILLBD,Billboard,38750,2993,"Cuomo, Andrew M",1,,38750.0,Support,billboard
2025,Z89,Hotel Workers for Stronger Communities,OTHR,707,8th Avenue,,New York,NY,10036,GD,7197,Shift Change broadcast TV video,2025-10-22,TVADS,Video (TV/Cable),610000,2899,"Mamdani, Zohran K",1,,610000.0,Support,television
2025,Z89,Hotel Workers for Stronger Communities,OTHR,707,8th Avenue,,New York,NY,10036,GD,7198,Shift Change digital video,2025-10-22,INTVID,Video (Internet),200000,2899,"Mamdani, Zohran K",1,,200000.0,Support,digital_video
2025,Z205,HOUSING FOR ALL,OTHR,123,William,,New York,NY,10038,PD,6027,Radio & TV Media Buy,2025-06-09,TVADS,Video (TV/Cable),2300000,2993,"Cuomo, Andrew M",1,,2300000.0,Support,television
2025,Z205,HOUSING FOR ALL,OTHR,123,William,,New York,NY,10038,25,6669,Radio Ads,2025-06-23,SRADIO,Audio <= 30 seconds,200000,2993,"Cuomo, Andrew M",1,,200000.0,Support,audio
2025,Z223,Indian Americans for Cuomo,OTHR,28,Arie Dr,,Marlboro,NJ,7746,PD,6356,radio ad on June 14th (27 seconds),2025-06-14,SRADIO,Audio <= 30 seconds,200,2993,"Cuomo, Andrew M",1,,200.0,Support,audio
2025,Z223,Indian Americans for Cuomo,OTHR,28,Arie Dr,,Marlboro,NJ,7746,PD,6357,radio ad on June 14th (28 seconds),2025-06-14,SRADIO,Audio <= 30 seconds,200,2993,"Cuomo, Andrew M",1,,200.0,Support,audio
2025,Z223,Indian Americans for Cuomo,OTHR,28,Arie Dr,,Marlboro,NJ,7746,PD,6359,radio ad on June 14th (31 seconds),2025-06-14,RADIO,Audio > 30 seconds,200,2993,"Cuomo, Andrew M",1,,200.0,Support,audio
2025,Z223,Indian Americans for Cuomo,OTHR,28,Arie Dr,,Marlboro,NJ,7746,PD,6358,radio ad on June 14th (33 seconds),2025-06-14,RADIO,Audio > 30 seconds,200,2993,"Cuomo, Andrew M",1,,200.0,Support,audio
2025,Z223,Indian Americans for Cuomo,OTHR,28,Arie Dr,,Marlboro,NJ,7746,PD,6360,radio interview on June 13th (6 minutes 49 seconds),2025-06-13,RADIO,Audio > 30 seconds,100,2993,"Cuomo, Andrew M",1,,100.0,Support,audio
2025,Z213,Local Economies Forward NY,OTHR,2350,Kerner Boulevard,250,San Rafael,CA,94901,25,6704,Andrew Cuomo Newspaper Ad 7,2025-06-24,INTAD,Internet - Display/Banner,2700,2993,"Cuomo, Andrew M",1,,2700.0,Support,digital_display
2025,Z213,Local Economies Forward NY,OTHR,2350,Kerner Boulevard,250,San Rafael,CA,94901,PD,6549,Andrew Cuomo Billboard Truck Sides 1,2025-06-22,BILLBD,Billboard,25000,2993,"Cuomo, Andrew M",1,,25000.0,Support,billboard
2025,Z213,Local Economies Forward NY,OTHR,2350,Kerner Boulevard,250,San Rafael,CA,94901,PD,6488,Andrew Cuomo Display Ads 1,2025-06-21,BILLBD,Billboard,30000,2993,"Cuomo, Andrew M",1,,30000.0,Support,billboard
2025,Z213,Local Economies Forward NY,OTHR,2350,Kerner Boulevard,250,San Rafael,CA,94901,PD,6484,Andrew Cuomo Newspaper Ad 1,2025-06-21,INTAD,Internet - Display/Banner,3475,2993,"Cuomo, Andrew M",1,,3475.0,Support,digital_display
2025,Z213,Local Economies Forward NY,OTHR,2350,Kerner Boulevard,250,San Rafael,CA,94901,PD,6540,Andrew Cuomo Newspaper Ad 2,2025-06-22,INTAD,Internet - Display/Banner,3475,2993,"Cuomo, Andrew M",1,,3475.0,Support,digital_display
2025,Z213,Local Economies Forward NY,OTHR,2350,Kerner Boulevard,250,San Rafael,CA,94901,PD,6542,Andrew Cuomo Newspaper Ad 3,2025-06-22,INTAD,Internet - Display/Banner,4800,2993,"Cuomo, Andrew M",1,,4800.0,Support,digital_display
2025,Z213,Local Economies Forward NY,OTHR,2350,Kerner Boulevard,250,San Rafael,CA,94901,PD,6616,Andrew Cuomo Newspaper Ad 4,2025-06-23,INTAD,Internet - Display/Banner,3475,2993,"Cuomo, Andrew M",1,,3475.0,Support,digital_display
2025,Z213,Local Economies Forward NY,OTHR,2350,Kerner Boulevard,250,San Rafael,CA,94901,25,6702,Andrew Cuomo Newspaper Ad 5,2025-06-24,INTAD,Internet - Display/Banner,3475,2993,"Cuomo, Andrew M",1,,3475.0,Support,digital_display
2025,Z213,Local Economies Forward NY,OTHR,2350,Kerner Boulevard,250,San Rafael,CA,94901,25,6703,Andrew Cuomo Newspaper Ad 6,2025-06-24,INTAD,Internet - Display/Banner,4800,2993,"Cuomo, Andrew M",1,,4800.0,Support,digital_display
2025,Z213,Local Economies Forward NY,OTHR,2350,Kerner Boulevard,250,San Rafael,CA,94901,25,6705,Andrew Cuomo Newspaper Ad 8,2025-06-24,INTAD,Internet - Display/Banner,4400,2993,"Cuomo, Andrew M",1,,4400.0,Support,digital_display
2025,Z213,Local Economies Forward NY,OTHR,2350,Kerner Boulevard,250,San Rafael,CA,94901,PD,6486,Andrew Cuomo WeChat Video Ad 1,2025-06-21,INTVID,Video (Internet),20000,2993,"Cuomo, Andrew M",1,,20000.0,Support,digital_video
2025,Z241,"NEW YORKERS FOR A BETTER FUTURE MAYOR 25, INC",CORP,163,AMSTERDAM AVENUE,1350,New york,NY,10023,37,6955,Digital Ads opposing  Zohran Mamdani,2025-09-16,INTAD,Internet - Display/Banner,250000,2899,"Mamdani, Zohran K",1,,250000.0,Oppose,digital_display
2025,Z241,"NEW YORKERS FOR A BETTER FUTURE MAYOR 25, INC",CORP,163,AMSTERDAM AVENUE,1350,New york,NY,10023,40,7046,Digital Ads opposing Zohran Mamdani,2025-10-10,INTAD,Internet - Display/Banner,250000,2899,"Mamdani, Zohran K",1,,250000.0,Oppose,digital_display
2025,Z241,"NEW YORKERS FOR A BETTER FUTURE MAYOR 25, INC",CORP,163,AMSTERDAM AVENUE,1350,New york,NY,10023,GD,7362,NYFABF Mayor 25 - Cable TV Ad,2025-10-30,TVADS,Video (TV/Cable),36000,2993,"Cuomo, Andrew M",1,,36000.0,Support,television
2025,Z241,"NEW YORKERS FOR A BETTER FUTURE MAYOR 25, INC",CORP,163,AMSTERDAM AVENUE,1350,New york,NY,10023,GD,7361,NYFABF Mayor 25 - Radio Ads,2025-10-30,RADIO,Audio > 30 seconds,17000,2993,"Cuomo, Andrew M",1,,17000.0,Support,audio
2025,Z241,"NEW YORKERS FOR A BETTER FUTURE MAYOR 25, INC",CORP,163,AMSTERDAM AVENUE,1350,New york,NY,10023,GD,7394,NYFABFM25 - Newspaper Ads,2025-10-31,PRINT,Print Ad,7300,2993,"Cuomo, Andrew M",1,,3650.0,Support,print
2025,Z241,"NEW YORKERS FOR A BETTER FUTURE MAYOR 25, INC",CORP,163,AMSTERDAM AVENUE,1350,New york,NY,10023,GD,7394,NYFABFM25 - Newspaper Ads,2025-10-31,PRINT,Print Ad,7300,2899,"Mamdani, Zohran K",1,,1825.0,Oppose,print
2025,Z241,"NEW YORKERS FOR A BETTER FUTURE MAYOR 25, INC",CORP,163,AMSTERDAM AVENUE,1350,New york,NY,10023,GD,7394,NYFABFM25 - Newspaper Ads,2025-10-31,PRINT,Print Ad,7300,2618,"Sliwa, Curtis A",1,,1825.0,Oppose,print
2025,Z241,"NEW YORKERS FOR A BETTER FUTURE MAYOR 25, INC",CORP,163,AMSTERDAM AVENUE,1350,New york,NY,10023,41,7154,Russian Digital Ad Supporting Cuomo & Opposing Sliwa/ZM,2025-10-18,INTAD,Internet - Display/Banner,100000,2993,"Cuomo, Andrew M",1,,50000.0,Support,digital_display
2025,Z241,"NEW YORKERS FOR A BETTER FUTURE MAYOR 25, INC",CORP,163,AMSTERDAM AVENUE,1350,New york,NY,10023,41,7154,Russian Digital Ad Supporting Cuomo & Opposing Sliwa/ZM,2025-10-18,INTAD,Internet - Display/Banner,100000,2899,"Mamdani, Zohran K",1,,25000.0,Oppose,digital_display
2025,Z241,"NEW YORKERS FOR A BETTER FUTURE MAYOR 25, INC",CORP,163,AMSTERDAM AVENUE,1350,New york,NY,10023,41,7154,Russian Digital Ad Supporting Cuomo & Opposing Sliwa/ZM,2025-10-18,INTAD,Internet - Display/Banner,100000,2618,"Sliwa, Curtis A",1,,25000.0,Oppose,digital_display
2025,Z241,"NEW YORKERS FOR A BETTER FUTURE MAYOR 25, INC",CORP,163,AMSTERDAM AVENUE,1350,New york,NY,10023,41,7153,South Asian Digital Ads Opposing Zohran Mamdani,2025-10-18,INTAD,Internet - Display/Banner,100000,2899,"Mamdani, Zohran K",1,,100000.0,Oppose,digital_display
2025,Z241,"NEW YORKERS FOR A BETTER FUTURE MAYOR 25, INC",CORP,163,AMSTERDAM AVENUE,1350,New york,NY,10023,GD,7390,South Asian Digital Ads Opposing Zohran Mamdani #2,2025-10-30,INTAD,Internet - Display/Banner,100000,2899,"Mamdani, Zohran K",1,,100000.0,Oppose,digital_display
2025,Z241,"NEW YORKERS FOR A BETTER FUTURE MAYOR 25, INC",CORP,163,AMSTERDAM AVENUE,1350,New york,NY,10023,41,7088,Video - Election Advice from Zohran Mamdani,2025-10-17,INTVID,Video (Internet),30000,2993,"Cuomo, Andrew M",1,,25000.0,Support,digital_video
2025,Z241,"NEW YORKERS FOR A BETTER FUTURE MAYOR 25, INC",CORP,163,AMSTERDAM AVENUE,1350,New york,NY,10023,41,7088,Video - Election Advice from Zohran Mamdani,2025-10-17,INTVID,Video (Internet),30000,2899,"Mamdani, Zohran K",1,,5000.0,Oppose,digital_video
2025,Z198,New Yorkers for a Better New York Today,OTHR,1900,L St NW,800,Washington,DC,20036,PD,6587,Arbini Family,2025-06-20,INTVID,Video (Internet),787,2993,"Cuomo, Andrew M",1,,787.18,Oppose,digital_video
2025,Z198,New Yorkers for a Better New York Today,OTHR,1900,L St NW,800,Washington,DC,20036,PD,6589,Cassie Video_Oops All Cuomo,2025-06-20,INTVID,Video (Internet),1465,2993,"Cuomo, Andrew M",1,,1465.44,Oppose,digital_video
2025,Z198,New Yorkers for a Better New York Today,OTHR,1900,L St NW,800,Washington,DC,20036,PD,6588,Dr. Steve,2025-06-20,INTVID,Video (Internet),212,2993,"Cuomo, Andrew M",1,,211.82,Oppose,digital_video
2025,Z198,New Yorkers for a Better New York Today,OTHR,1900,L St NW,800,Washington,DC,20036,PD,6572,ICE  - Digital Ad,2025-06-18,INTVID,Video (Internet),325,2993,"Cuomo, Andrew M",1,,325.03,Oppose,digital_video
2025,Z198,New Yorkers for a Better New York Today,OTHR,1900,L St NW,800,Washington,DC,20036,PD,6586,Jamaal Clip,2025-06-20,INTVID,Video (Internet),941,2993,"Cuomo, Andrew M",1,,941.2,Oppose,digital_video
2025,Z198,New Yorkers for a Better New York Today,OTHR,1900,L St NW,800,Washington,DC,20036,41,7156,Make The Road - In-Kind - Social Media Ads #1,2025-10-15,INTVID,Video (Internet),3358,2899,"Mamdani, Zohran K",1,,3358.49,Support,digital_video
2025,Z198,New Yorkers for a Better New York Today,OTHR,1900,L St NW,800,Washington,DC,20036,41,7459,Make The Road - In-Kind - Social Media Ads #2,2025-10-15,INTVID,Video (Internet),4495,2899,"Mamdani, Zohran K",1,,4494.91,Support,digital_video
2025,Z198,New Yorkers for a Better New York Today,OTHR,1900,L St NW,800,Washington,DC,20036,41,7460,Make The Road - In-Kind - Social Media Ads #3,2025-10-15,INTVID,Video (Internet),4021,2899,"Mamdani, Zohran K",1,,4020.56,Support,digital_video
2025,Z198,New Yorkers for a Better New York Today,OTHR,1900,L St NW,800,Washington,DC,20036,41,7461,Make The Road - In-Kind - Social Media Graphic #1,2025-10-15,INTAD,Internet - Display/Banner,1500,2899,"Mamdani, Zohran K",1,,1500.0,Support,digital_display
2025,Z198,New Yorkers for a Better New York Today,OTHR,1900,L St NW,800,Washington,DC,20036,PD,6590,Racism,2025-06-20,INTVID,Video (Internet),1682,2993,"Cuomo, Andrew M",1,,1682.38,Oppose,digital_video
2025,Z198,New Yorkers for a Better New York Today,OTHR,1900,L St NW,800,Washington,DC,20036,PD,6585,RCV,2025-06-18,INTVID,Video (Internet),733,2993,"Cuomo, Andrew M",1,,733.29,Oppose,digital_video
2025,Z198,New Yorkers for a Better New York Today,OTHR,1900,L St NW,800,Washington,DC,20036,PD,6591,Staten Island,2025-06-22,INTVID,Video (Internet),253,2993,"Cuomo, Andrew M",1,,253.2,Oppose,digital_video
2025,Z198,New Yorkers for a Better New York Today,OTHR,1900,L St NW,800,Washington,DC,20036,PD,6592,Testimony 2,2025-06-23,INTVID,Video (Internet),143,2993,"Cuomo, Andrew M",1,,142.88,Oppose,digital_video
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,40,7084,$100k FB Ad v2,2025-10-07,INTAD,Internet - Display/Banner,25131,2899,"Mamdani, Zohran K",1,,25130.57,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,40,7085,$100k FB Ad v3,2025-10-07,INTAD,Internet - Display/Banner,4878,2899,"Mamdani, Zohran K",1,,4878.22,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,40,7083,$100k Goal FB Ad,2025-10-07,INTAD,Internet - Display/Banner,16060,2899,"Mamdani, Zohran K",1,,16059.76,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,28,6814,$25 FB Ad,2025-07-16,INTAD,Internet - Display/Banner,245,2899,"Mamdani, Zohran K",1,,245.35,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,28,6815,$25 FB Ad v2,2025-07-16,INTAD,Internet - Display/Banner,151,2899,"Mamdani, Zohran K",1,,150.85,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,28,6816,$25 FB Ad v3,2025-07-16,INTAD,Internet - Display/Banner,961,2899,"Mamdani, Zohran K",1,,961.15,Support,digital_display
2025,Z196,New Yorkers for Lower Costs,OTHR,169,Madison Ave,11258,New York,NY,10016,28,6819,$25 FB Ad v4,2025-07-16,INTAD,Internet - Display/Banner,194,2899,"Mamdani, Zohran K",1,,193.97,Support,digital_display
